Order_ID,Order_Date,SKU,Product_Name,Category,Region,Store_Type,Units_Sold,Unit_Price,Discount,Revenue,Profit,Customer_Age,Gender,Payment_Method
100885,2025-05-20,AD-8428-D,Primegreen Jacket,Apparel,Asia-Pacific,Online,3,129.23,5,368.31,85.65,30,Female,Credit Card
100220,2025-07-24,AD-9116-B,Copa Sense,Footwear,Latin America,Wholesale,2,154.19,5,292.96,87.6,41,Male,Apple Pay
100788,2024-05-31,AD-3938-C,NMD_R1,Footwear,Middle East & Africa,Retail,4,123.96,5,471.05,135.24,36,Male,Credit Card
100711,2024-09-24,AD-5553-B,Adicolor Hoodie,Apparel,North America,Online,3,72.88,5,207.71,68.01,40,Female,UPI
100713,2023-11-22,AD-8006-C,NMD_R1,Footwear,Middle East & Africa,Outlet,1,111.35,0,111.35,32.66,33,Male,PayPal
101112,2025-08-31,AD-1124-C,Stan Smith,Footwear,Asia-Pacific,Retail,2,93.03,5,176.76,56.59,30,Female,Apple Pay
101190,2023-12-24,AD-8528-B,Gym Bag,Accessories,North America,Retail,1,46.08,5,43.78,12.68,28,Male,Cash
100789,2023-06-23,AD-3323-C,Gym Bag,Accessories,Europe,Retail,1,45.53,5,43.25,14.41,34,Male,Apple Pay
100415,2025-05-21,AD-5395-A,Ultraboost Light,Footwear,North America,Retail,3,156.87,10,423.55,165.28,28,Male,Google Pay
100898,2025-07-21,AD-6544-B,Stan Smith,Footwear,Asia-Pacific,Online,3,79.15,10,213.71,55.45,41,Female,Debit Card
100934,2024-03-30,AD-7138-B,Ultraboost Light,Footwear,North America,Online,3,152.31,0,456.93,191.73,22,Male,UPI
100265,2024-10-11,AD-8075-B,Essentials Tee,Apparel,Europe,Online,2,27.32,0,54.64,16.23,24,Female,Apple Pay
100631,2024-04-08,AD-5910-C,Sports Bottle,Accessories,Asia-Pacific,Online,2,13.84,5,26.3,12.66,39,Male,Cash
100247,2025-06-13,AD-4422-C,Superstar,Footwear,Asia-Pacific,Retail,5,92.32,20,369.28,110.32,36,Female,Google Pay
100682,2025-01-08,AD-4769-A,Performance Socks (3-pack),Accessories,Europe,Online,3,17.48,0,52.44,14.63,28,Female,Cash
100558,2025-01-18,AD-7824-A,Running Watch Strap,Accessories,Asia-Pacific,Wholesale,1,44.85,5,42.61,15.86,33,Male,Apple Pay
101136,2024-11-29,AD-1766-C,Originals Backpack,Accessories,Europe,Online,2,54.6,5,103.74,26.29,27,Female,Google Pay
100967,2024-05-11,AD-2586-B,Stan Smith,Footwear,North America,Wholesale,3,80.41,10,217.11,73.76,37,Female,Credit Card
101004,2024-12-05,AD-3198-B,Stan Smith,Footwear,North America,Online,4,83.71,0,334.84,75.38,20,Male,UPI
100984,2023-01-10,AD-9189-D,Sports Bottle,Accessories,Europe,Outlet,3,14.02,0,42.06,12.7,40,Male,UPI
100294,2023-07-19,AD-8272-D,Primegreen Jacket,Apparel,Europe,Retail,3,130.17,0,390.51,89.97,27,Female,Apple Pay
100519,2025-08-17,AD-2702-C,Training Cap,Accessories,North America,Online,2,20.76,0,41.52,8.75,26,Female,Debit Card
100770,2025-01-02,AD-4926-C,Training Shorts,Apparel,North America,Wholesale,2,29.65,0,59.3,15.46,20,Female,Credit Card
100083,2024-03-11,AD-1977-B,Stan Smith,Footwear,Asia-Pacific,Outlet,3,87.25,0,261.75,56.23,29,Female,Debit Card
100231,2023-06-18,AD-2489-D,Z.N.E. Hoodie,Apparel,Europe,Retail,2,140.59,0,281.18,89.42,33,Female,Google Pay
100620,2023-01-30,AD-3932-D,Training Cap,Accessories,North America,Online,1,23.97,0,23.97,11.8,39,Male,Apple Pay
100333,2025-02-16,AD-7878-D,Primegreen Jacket,Apparel,Asia-Pacific,Online,5,136.06,0,680.3,257.42,35,Male,UPI
100129,2025-06-28,AD-7992-C,Adicolor Hoodie,Apparel,Asia-Pacific,Online,2,65.67,5,124.77,29.66,24,Female,Cash
101011,2024-08-25,AD-2623-A,Training Cap,Accessories,Europe,Retail,2,20.57,10,37.03,13.01,19,Male,NetBanking
100644,2024-08-15,AD-5699-D,Copa Sense,Footwear,Asia-Pacific,Online,3,161.8,0,485.4,184.18,20,Female,Credit Card
100973,2025-06-13,AD-7556-A,Ultraboost Light,Footwear,Asia-Pacific,Retail,3,142.9,0,428.7,137.95,34,Male,Google Pay
100382,2025-04-20,AD-9589-A,Ultraboost Light,Footwear,North America,Online,4,160.12,0,640.48,210.06,24,Male,PayPal
100867,2023-08-04,AD-8417-C,NMD_R1,Footwear,Asia-Pacific,Outlet,3,138.03,0,414.09,137.48,19,Female,NetBanking
100542,2024-04-05,AD-4039-A,Tiro 23 Track Pants,Apparel,Europe,Retail,3,52.49,0,157.47,47.2,39,Female,Apple Pay
101193,2025-05-22,AD-4793-B,Copa Sense,Footwear,Asia-Pacific,Retail,3,156.99,20,376.78,142.68,25,Female,Cash
100874,2024-05-19,AD-9197-D,NMD_R1,Footwear,North America,Outlet,4,134.99,20,431.97,106.8,36,Male,NetBanking
100331,2024-01-13,AD-3466-A,Running Watch Strap,Accessories,Middle East & Africa,Retail,1,43.72,0,43.72,17.41,34,Female,UPI
100409,2024-11-08,AD-9381-A,Stan Smith,Footwear,North America,Retail,4,88.17,0,352.68,91.08,46,Male,Debit Card
100076,2025-09-24,AD-2680-A,Ultraboost Light,Footwear,Asia-Pacific,Online,5,153.55,0,767.75,188.2,17,Female,Google Pay
100868,2023-09-09,AD-1033-D,Z.N.E. Hoodie,Apparel,Europe,Retail,4,117.05,5,444.79,156.59,18,Male,PayPal
100138,2023-10-06,AD-6655-D,Performance Socks (3-pack),Accessories,Europe,Online,4,15.65,0,62.6,23.08,42,Male,Debit Card
100543,2024-09-26,AD-4110-D,Training Shorts,Apparel,North America,Retail,3,28.83,0,86.49,20.42,36,Female,Apple Pay
100673,2025-02-21,AD-3753-C,Ultraboost Light,Footwear,Europe,Online,2,147.27,0,294.54,118.55,30,Male,Apple Pay
100920,2023-06-25,AD-8835-A,Z.N.E. Hoodie,Apparel,Europe,Online,2,112.21,0,224.42,59.14,40,Male,Apple Pay
100063,2024-07-31,AD-3683-C,Adilette Slides,Footwear,North America,Online,2,33.42,5,63.5,19.83,25,Female,Debit Card
100141,2024-05-24,AD-2180-D,Originals Backpack,Accessories,Europe,Retail,1,56.52,20,45.22,10.38,34,Male,Cash
100716,2025-05-05,AD-2083-D,Running Watch Strap,Accessories,North America,Online,3,39.35,0,118.05,34.59,32,Other,Cash
100376,2023-06-03,AD-2654-C,Predator Freak,Footwear,Asia-Pacific,Wholesale,1,186.67,0,186.67,57.99,41,Male,Debit Card
100363,2023-11-23,AD-9962-A,Essentials Tee,Apparel,North America,Online,4,25.48,0,101.92,35.27,45,Male,Debit Card
100139,2023-04-24,AD-7475-A,Tiro 23 Track Pants,Apparel,Asia-Pacific,Retail,2,61.91,0,123.82,33.5,36,Male,UPI
100884,2023-03-05,AD-1855-C,Performance Socks (3-pack),Accessories,Asia-Pacific,Online,4,16.86,10,60.7,20.02,33,Male,Credit Card
101041,2023-07-17,AD-4309-B,Performance Socks (3-pack),Accessories,North America,Retail,5,17.62,0,88.1,35.78,35,Male,Google Pay
100224,2023-06-29,AD-7567-A,NMD_R1,Footwear,Latin America,Outlet,3,119.72,0,359.16,87.93,42,Male,Debit Card
100514,2023-11-29,AD-8598-B,Gym Bag,Accessories,Asia-Pacific,Outlet,4,39.04,5,148.35,54.55,23,Male,NetBanking
100266,2024-11-27,AD-2344-C,Running Watch Strap,Accessories,North America,Retail,1,37.5,0,37.5,14.68,37,Female,Debit Card
101169,2025-09-19,AD-3664-C,Ultraboost 22,Footwear,Asia-Pacific,Retail,4,198.5,5,754.3,256.15,21,Male,NetBanking
100486,2025-02-12,AD-5157-C,Adilette Slides,Footwear,Asia-Pacific,Retail,1,36.39,5,34.57,10.45,25,Male,Google Pay
100352,2024-07-30,AD-9035-A,Adilette Slides,Footwear,Asia-Pacific,Wholesale,3,31.9,0,95.7,27.68,30,Male,PayPal
101005,2024-08-28,AD-7255-B,Training Shorts,Apparel,Asia-Pacific,Online,2,27.3,40,32.76,7.02,29,Male,NetBanking
100617,2023-07-25,AD-3446-B,Adilette Slides,Footwear,Europe,Retail,4,30.43,5,115.63,29.39,32,Female,NetBanking
100667,2023-03-06,AD-1606-C,Sports Bottle,Accessories,Europe,Wholesale,6,15.22,0,91.32,26.48,23,Female,Credit Card
100774,2023-10-08,AD-7920-A,Superstar,Footwear,Middle East & Africa,Retail,6,95.51,0,573.06,94.18,16,Male,Cash
100553,2024-01-20,AD-1003-A,Sports Bottle,Accessories,North America,Wholesale,3,14.41,0,43.23,15.33,25,Male,Apple Pay
100575,2025-06-18,AD-4695-B,Primegreen Jacket,Apparel,Asia-Pacific,Online,4,141.57,0,566.28,156.64,39,Female,NetBanking
100914,2025-05-23,AD-9188-C,Sports Bottle,Accessories,North America,Outlet,3,16.45,10,44.41,16.55,35,Male,Credit Card
100465,2025-05-19,AD-1600-C,Gym Bag,Accessories,Asia-Pacific,Retail,4,51.19,0,204.76,59.69,36,Female,UPI
100590,2024-04-09,AD-3686-A,Running Watch Strap,Accessories,Latin America,Outlet,3,39.96,0,119.88,34.04,20,Male,Cash
100764,2025-09-13,AD-2041-D,Training Cap,Accessories,North America,Outlet,3,23.51,0,70.53,23.67,31,Male,NetBanking
100634,2025-06-05,AD-7652-D,Ultraboost 22,Footwear,Asia-Pacific,Online,1,208.4,20,166.72,38.46,39,Male,Apple Pay
100837,2024-07-04,AD-4501-A,Z.N.E. Hoodie,Apparel,Asia-Pacific,Outlet,3,124.01,5,353.43,138.56,39,Male,NetBanking
100289,2023-09-26,AD-6700-C,Training Cap,Accessories,Asia-Pacific,Retail,3,21.46,0,64.38,19.04,21,Female,Debit Card
100039,2023-10-01,AD-4269-D,Copa Sense,Footwear,North America,Outlet,3,168.34,0,505.02,155.67,23,Female,UPI
100030,2024-02-10,AD-1152-D,Predator Freak,Footwear,North America,Online,3,252.84,0,758.52,245.53,23,Female,Debit Card
100242,2023-10-09,AD-9120-A,Ultraboost Light,Footwear,Asia-Pacific,Retail,3,164.56,0,493.68,151.6,25,Male,Apple Pay
100428,2024-12-19,AD-2752-C,Stan Smith,Footwear,North America,Online,3,80.41,10,217.11,65.5,21,Female,Apple Pay
100136,2023-05-26,AD-7062-C,Ultraboost 22,Footwear,Europe,Online,2,181.64,10,326.95,100.54,32,Male,PayPal
101100,2023-09-16,AD-7876-B,Copa Sense,Footwear,North America,Online,1,150.4,10,135.36,34.33,24,Male,Google Pay
100864,2025-04-12,AD-8900-C,Performance Socks (3-pack),Accessories,Asia-Pacific,Retail,3,18.99,0,56.97,15.45,27,Male,Credit Card
100003,2023-08-09,AD-1711-D,Z.N.E. Hoodie,Apparel,Europe,Online,2,123.02,10,221.44,81.48,28,Male,NetBanking
100832,2023-05-30,AD-3692-D,Ultraboost 22,Footwear,Europe,Online,3,176.94,0,530.82,190.54,33,Male,Apple Pay
100602,2023-09-23,AD-9514-D,Gym Bag,Accessories,Asia-Pacific,Wholesale,3,38.81,0,116.43,53.32,21,Female,Google Pay
101033,2024-11-13,AD-4091-B,Originals Backpack,Accessories,Asia-Pacific,Outlet,2,63.01,20,100.82,28.01,24,Female,PayPal
100654,2024-12-02,AD-1931-B,Performance Socks (3-pack),Accessories,Asia-Pacific,Online,5,18.71,5,88.87,26.0,22,Male,Debit Card
100843,2023-03-25,AD-9622-D,Superstar,Footwear,Latin America,Retail,2,94.66,10,170.39,58.52,16,Male,Cash
100783,2023-07-15,AD-5636-B,Essentials Tee,Apparel,Europe,Online,3,22.78,5,64.92,19.72,32,Female,UPI
101073,2024-12-13,AD-1494-B,Originals Backpack,Accessories,Asia-Pacific,Retail,3,54.17,5,154.38,52.04,32,Male,PayPal
100442,2025-03-05,AD-9418-A,Adilette Slides,Footwear,North America,Retail,2,35.2,5,66.88,17.92,39,Male,PayPal
101177,2024-03-13,AD-2448-B,Performance Socks (3-pack),Accessories,Europe,Online,3,17.44,5,49.7,19.57,28,Female,Apple Pay
100435,2023-08-03,AD-9255-C,NMD_R1,Footwear,Asia-Pacific,Wholesale,6,162.34,0,974.04,303.42,33,Male,PayPal
101168,2024-08-16,AD-5725-A,Gym Bag,Accessories,Latin America,Online,2,45.69,0,91.38,36.33,26,Female,Cash
100100,2024-10-27,AD-8994-A,Superstar,Footwear,Latin America,Outlet,4,97.97,0,391.88,115.9,34,Male,Cash
100772,2025-05-28,AD-5929-A,Performance Socks (3-pack),Accessories,Latin America,Online,4,18.44,5,70.07,17.75,28,Female,NetBanking
100494,2025-01-24,AD-6693-C,Superstar,Footwear,Europe,Retail,2,87.49,0,174.98,60.66,23,Female,Cash
101027,2024-11-03,AD-2813-B,Performance Socks (3-pack),Accessories,Europe,Online,4,18.05,20,57.76,16.18,26,Male,UPI
100806,2024-06-19,AD-9366-D,Originals Backpack,Accessories,North America,Online,3,57.97,5,165.21,38.73,32,Male,Debit Card
101141,2025-05-13,AD-2722-C,Training Shorts,Apparel,North America,Online,2,30.73,0,61.46,18.68,31,Female,PayPal
100845,2025-01-19,AD-9408-A,Originals Backpack,Accessories,North America,Online,3,61.27,0,183.81,62.6,33,Female,PayPal
100986,2024-05-29,AD-9110-C,Stan Smith,Footwear,Latin America,Retail,1,80.89,40,48.53,16.34,19,Female,UPI
100227,2023-11-11,AD-2923-C,Copa Sense,Footwear,Europe,Outlet,5,165.64,5,786.79,254.6,31,Female,NetBanking
101192,2023-05-13,AD-1736-A,Z.N.E. Hoodie,Apparel,Asia-Pacific,Retail,3,140.07,0,420.21,138.39,16,Female,Debit Card
100671,2025-05-05,AD-2033-B,Running Watch Strap,Accessories,Asia-Pacific,Online,3,43.78,10,118.21,58.07,18,Female,UPI
100858,2023-06-07,AD-1445-A,Tiro 23 Track Pants,Apparel,Asia-Pacific,Online,4,51.7,0,206.8,55.16,25,Female,PayPal
100924,2024-08-12,AD-7407-B,Ultraboost Light,Footwear,North America,Outlet,2,149.1,0,298.2,76.67,29,Male,NetBanking
100066,2024-06-29,AD-9031-A,Originals Backpack,Accessories,North America,Retail,1,64.12,0,64.12,20.44,27,Male,Apple Pay
100067,2024-03-19,AD-9817-D,Training Shorts,Apparel,Asia-Pacific,Retail,2,29.99,0,59.98,21.37,36,Male,NetBanking
100816,2023-04-16,AD-1606-D,Originals Backpack,Accessories,Latin America,Retail,5,58.03,0,290.15,101.53,25,Female,NetBanking
100211,2024-06-15,AD-8531-C,Adilette Slides,Footwear,Middle East & Africa,Retail,3,40.36,0,121.08,36.14,46,Male,PayPal
100012,2025-02-26,AD-9201-B,Z.N.E. Hoodie,Apparel,Europe,Retail,2,123.18,10,221.72,75.06,21,Female,NetBanking
100493,2025-09-26,AD-4281-A,Copa Sense,Footwear,North America,Online,5,163.98,10,737.91,217.96,20,Female,Apple Pay
101164,2023-04-26,AD-3320-C,Essentials Tee,Apparel,Asia-Pacific,Online,2,22.68,0,45.36,17.01,29,Female,UPI
100299,2025-05-31,AD-1972-C,NMD_R1,Footwear,North America,Online,3,129.63,0,388.89,108.37,25,Male,UPI
100410,2023-10-17,AD-6864-D,Stan Smith,Footwear,Europe,Retail,3,74.07,0,222.21,68.72,36,Female,UPI
100756,2023-10-22,AD-2552-C,Essentials Tee,Apparel,Middle East & Africa,Online,4,24.96,10,89.86,21.45,37,Male,Debit Card
101074,2024-01-10,AD-3988-D,Predator Freak,Footwear,North America,Retail,3,219.01,10,591.33,166.09,34,Female,PayPal
100695,2025-01-23,AD-6989-D,Ultraboost Light,Footwear,Latin America,Online,3,162.84,0,488.52,148.62,43,Male,Apple Pay
101150,2025-03-09,AD-3413-D,Primegreen Jacket,Apparel,North America,Online,2,140.49,20,224.78,75.83,29,Male,Debit Card
100723,2023-06-17,AD-5778-A,Ultraboost Light,Footwear,Europe,Outlet,3,147.44,40,265.39,83.86,43,Male,NetBanking
101015,2023-10-10,AD-6007-D,Originals Backpack,Accessories,Asia-Pacific,Wholesale,3,59.74,0,179.22,59.57,20,Male,Debit Card
100527,2023-06-17,AD-5664-C,Primegreen Jacket,Apparel,North America,Online,2,149.47,0,298.94,82.76,43,Female,NetBanking
100599,2025-08-11,AD-8001-A,Ultraboost Light,Footwear,North America,Online,4,155.11,10,558.4,140.93,24,Male,Debit Card
101119,2024-08-08,AD-4056-B,Primegreen Jacket,Apparel,Asia-Pacific,Wholesale,3,160.26,10,432.7,138.96,16,Female,Cash
100566,2024-09-30,AD-2405-A,Predator Freak,Footwear,Latin America,Online,3,211.03,5,601.44,181.47,31,Female,PayPal
100730,2024-12-08,AD-1537-A,Stan Smith,Footwear,Asia-Pacific,Retail,3,95.98,10,259.15,73.57,32,Male,Debit Card
100273,2023-04-20,AD-8212-C,Predator Freak,Footwear,Middle East & Africa,Online,2,220.53,5,419.01,123.73,29,Female,Cash
100966,2025-06-08,AD-4846-D,Copa Sense,Footwear,North America,Online,2,161.53,10,290.75,75.05,16,Male,Credit Card
100237,2024-11-20,AD-5516-B,Sports Bottle,Accessories,Europe,Online,2,13.78,5,26.18,8.7,23,Male,PayPal
100405,2023-12-17,AD-1313-B,Training Cap,Accessories,North America,Wholesale,3,19.11,5,54.46,20.02,30,Female,Apple Pay
100002,2024-08-26,AD-5552-B,Essentials Tee,Apparel,North America,Outlet,3,23.86,0,71.58,16.07,21,Female,Cash
100006,2024-10-12,AD-3803-B,Training Shorts,Apparel,Europe,Retail,2,30.7,20,49.12,11.88,25,Female,Debit Card
100311,2025-04-16,AD-2463-A,Stan Smith,Footwear,Europe,Online,3,81.49,0,244.47,98.55,21,Male,Apple Pay
101090,2024-07-14,AD-5589-C,Superstar,Footwear,Europe,Online,2,88.81,5,168.74,52.11,30,Male,Debit Card
100451,2024-10-24,AD-2200-A,Superstar,Footwear,North America,Retail,1,96.41,0,96.41,36.99,40,Male,Debit Card
100721,2024-09-05,AD-2959-C,Training Shorts,Apparel,Asia-Pacific,Outlet,2,31.42,0,62.84,15.89,23,Female,Google Pay
100215,2025-07-06,AD-2294-C,Primegreen Jacket,Apparel,Middle East & Africa,Outlet,6,143.68,0,862.08,302.91,20,Male,NetBanking
101085,2024-12-20,AD-1388-D,Stan Smith,Footwear,Latin America,Retail,4,67.96,5,258.25,117.48,27,Male,PayPal
100027,2024-08-21,AD-4044-A,Training Cap,Accessories,Latin America,Online,5,21.43,0,107.15,45.59,50,Female,Debit Card
101157,2023-07-30,AD-2544-B,Copa Sense,Footwear,Europe,Online,2,165.61,0,331.22,93.05,19,Female,Credit Card
100361,2024-03-24,AD-2661-D,Originals Backpack,Accessories,Latin America,Retail,4,70.71,0,282.84,77.74,25,Male,Apple Pay
100822,2023-10-17,AD-7815-D,Superstar,Footwear,North America,Online,1,98.91,0,98.91,33.73,22,Female,Debit Card
100780,2025-08-03,AD-5289-B,Sports Bottle,Accessories,Asia-Pacific,Outlet,3,14.79,0,44.37,16.17,29,Female,UPI
100628,2025-01-27,AD-8294-B,Running Watch Strap,Accessories,North America,Retail,4,41.47,0,165.88,43.36,16,Male,Debit Card
100453,2024-03-19,AD-1745-A,Z.N.E. Hoodie,Apparel,Asia-Pacific,Retail,3,129.73,10,350.27,119.46,32,Female,Debit Card
100738,2024-12-04,AD-8793-C,Performance Socks (3-pack),Accessories,Europe,Wholesale,2,21.15,20,33.84,12.52,29,Male,Debit Card
100535,2023-09-17,AD-2850-B,Training Cap,Accessories,North America,Outlet,2,22.95,0,45.9,16.1,33,Female,UPI
101049,2024-10-19,AD-6317-A,Adicolor Hoodie,Apparel,North America,Online,4,75.43,0,301.72,100.75,30,Female,Cash
100398,2024-05-27,AD-3250-B,Stan Smith,Footwear,Europe,Online,3,67.58,0,202.74,58.89,34,Male,PayPal
100256,2023-01-17,AD-1280-D,Ultraboost 22,Footwear,Europe,Online,5,172.7,0,863.5,208.49,25,Female,NetBanking
100291,2023-05-01,AD-3258-D,Adicolor Hoodie,Apparel,North America,Retail,3,68.91,5,196.39,41.2,16,Male,Apple Pay
100025,2023-06-18,AD-7930-D,Primegreen Jacket,Apparel,Europe,Wholesale,2,134.36,10,241.85,45.22,30,Female,NetBanking
100336,2024-03-21,AD-6211-D,Predator Freak,Footwear,North America,Online,1,212.26,20,169.81,32.2,26,Female,Cash
100584,2023-08-16,AD-6323-D,Adilette Slides,Footwear,North America,Wholesale,2,34.0,0,68.0,20.12,24,Other,Google Pay
100047,2024-07-15,AD-8618-D,Ultraboost 22,Footwear,North America,Retail,2,194.87,5,370.25,134.53,24,Female,Cash
100318,2024-02-01,AD-1273-A,Running Watch Strap,Accessories,Europe,Online,4,37.88,5,143.94,27.05,29,Male,Debit Card
100106,2024-08-24,AD-7302-D,Tiro 23 Track Pants,Apparel,Europe,Online,4,47.21,0,188.84,41.18,31,Female,UPI
100798,2024-10-05,AD-6323-B,Essentials Tee,Apparel,North America,Wholesale,4,24.24,0,96.96,30.33,16,Female,Google Pay
100055,2023-05-22,AD-6421-D,Predator Freak,Footwear,Asia-Pacific,Retail,1,234.95,20,187.96,65.34,41,Male,Apple Pay
100522,2025-09-25,AD-8480-D,Sports Bottle,Accessories,Europe,Online,2,14.5,0,29.0,7.69,29,Female,PayPal
100213,2025-09-07,AD-4396-D,Adicolor Hoodie,Apparel,North America,Wholesale,3,72.52,40,130.54,49.34,20,Other,NetBanking
100120,2023-10-10,AD-1349-A,Adilette Slides,Footwear,Middle East & Africa,Outlet,3,33.35,0,100.05,29.35,21,Male,UPI
100917,2025-08-29,AD-5991-A,Primegreen Jacket,Apparel,Europe,Retail,1,121.1,10,108.99,23.56,29,Male,Google Pay
101067,2023-04-03,AD-8885-D,Z.N.E. Hoodie,Apparel,North America,Online,3,119.28,0,357.84,121.1,32,Male,Apple Pay
101117,2024-12-28,AD-3605-C,Predator Freak,Footwear,Asia-Pacific,Retail,6,234.25,0,1405.5,364.55,46,Female,NetBanking
100072,2023-04-06,AD-9698-C,Tiro 23 Track Pants,Apparel,Asia-Pacific,Online,2,48.61,20,77.78,25.44,38,Female,Google Pay
100947,2024-06-17,AD-1853-B,Z.N.E. Hoodie,Apparel,Asia-Pacific,Online,4,127.11,20,406.75,136.83,26,Male,UPI
100746,2023-10-28,AD-1517-D,Training Cap,Accessories,North America,Online,2,18.37,5,34.9,11.59,16,Female,Credit Card
100715,2025-01-29,AD-7786-B,Originals Backpack,Accessories,North America,Outlet,3,57.29,0,171.87,70.94,33,Female,Apple Pay
100557,2024-08-05,AD-5921-A,Adilette Slides,Footwear,Asia-Pacific,Retail,1,36.42,0,36.42,8.87,49,Male,Debit Card
101081,2023-04-17,AD-9873-A,Superstar,Footwear,Asia-Pacific,Online,3,110.01,5,313.53,123.66,28,Male,PayPal
101045,2024-12-02,AD-7393-D,Sports Bottle,Accessories,Middle East & Africa,Online,4,17.44,0,69.76,33.71,28,Female,Apple Pay
100552,2024-07-17,AD-4943-B,Z.N.E. Hoodie,Apparel,Europe,Retail,5,128.95,0,644.75,171.38,25,Female,Cash
100561,2025-09-21,AD-3425-B,Performance Socks (3-pack),Accessories,Asia-Pacific,Online,1,17.79,0,17.79,5.36,45,Male,Apple Pay
100424,2024-04-02,AD-1587-A,Z.N.E. Hoodie,Apparel,Europe,Retail,2,106.07,10,190.93,53.32,37,Male,Apple Pay
101013,2023-09-23,AD-1866-C,Ultraboost 22,Footwear,Asia-Pacific,Retail,3,196.56,0,589.68,194.21,24,Male,NetBanking
100325,2023-09-27,AD-7024-B,Running Watch Strap,Accessories,Europe,Retail,3,40.61,0,121.83,41.88,32,Male,PayPal
100923,2025-04-24,AD-8539-D,Primegreen Jacket,Apparel,North America,Online,3,143.42,0,430.26,137.33,37,Female,Google Pay
100316,2023-07-30,AD-9108-D,Gym Bag,Accessories,North America,Online,4,37.36,0,149.44,42.96,36,Female,UPI
100803,2024-05-02,AD-8112-D,Essentials Tee,Apparel,Europe,Retail,3,26.21,0,78.63,21.36,39,Female,PayPal
101162,2025-02-12,AD-6747-C,Predator Freak,Footwear,North America,Outlet,1,214.74,0,214.74,60.58,18,Male,Google Pay
100528,2024-02-27,AD-5458-D,Adilette Slides,Footwear,North America,Online,3,38.49,0,115.47,34.28,25,Female,Google Pay
100836,2024-12-15,AD-2380-A,Training Shorts,Apparel,Asia-Pacific,Online,3,33.74,0,101.22,31.5,36,Male,NetBanking
100714,2024-01-31,AD-4533-D,Training Shorts,Apparel,Europe,Online,2,31.34,10,56.41,15.34,40,Male,Debit Card
100900,2023-05-28,AD-5006-A,Predator Freak,Footwear,North America,Online,4,213.99,0,855.96,293.9,29,Male,Apple Pay
100060,2023-07-06,AD-5558-D,Ultraboost Light,Footwear,Europe,Retail,2,172.95,40,207.54,73.32,39,Male,Apple Pay
100722,2024-06-08,AD-3219-C,Running Watch Strap,Accessories,North America,Retail,1,39.98,10,35.98,11.33,33,Male,Google Pay
100092,2023-05-05,AD-7684-A,Ultraboost 22,Footwear,Asia-Pacific,Online,2,180.41,0,360.82,125.72,42,Male,Credit Card
100857,2024-01-27,AD-5187-A,Essentials Tee,Apparel,Middle East & Africa,Retail,1,23.3,10,20.97,6.89,25,Male,PayPal
100618,2023-10-08,AD-6218-C,Stan Smith,Footwear,Asia-Pacific,Retail,6,96.78,10,522.61,175.15,26,Male,Cash
100351,2025-08-15,AD-6761-B,Copa Sense,Footwear,Asia-Pacific,Outlet,4,137.62,20,440.38,108.09,26,Female,Credit Card
100932,2024-11-18,AD-9721-B,Ultraboost 22,Footwear,North America,Online,4,158.8,0,635.2,146.93,20,Male,Credit Card
100280,2023-04-22,AD-6432-D,Adicolor Hoodie,Apparel,Europe,Retail,2,69.32,0,138.64,42.31,35,Male,Apple Pay
100420,2025-09-28,AD-8895-C,Z.N.E. Hoodie,Apparel,Asia-Pacific,Retail,6,107.1,0,642.6,118.11,33,Male,UPI
101114,2025-07-10,AD-6490-B,Originals Backpack,Accessories,North America,Retail,1,53.66,10,48.29,18.54,27,Female,Cash
100359,2023-05-25,AD-6500-D,Z.N.E. Hoodie,Apparel,North America,Wholesale,5,122.2,0,611.0,167.15,33,Male,Debit Card
100422,2025-05-22,AD-1824-B,Training Cap,Accessories,North America,Retail,5,21.28,0,106.4,40.22,23,Male,NetBanking
100678,2023-07-16,AD-8605-B,Stan Smith,Footwear,Middle East & Africa,Retail,6,89.06,0,534.36,143.36,29,Female,UPI
100526,2024-09-03,AD-7467-B,Adicolor Hoodie,Apparel,Europe,Online,5,73.03,0,365.15,138.2,27,Female,Apple Pay
100477,2024-04-04,AD-3979-C,NMD_R1,Footwear,Latin America,Online,2,123.83,0,247.66,75.69,33,Female,PayPal
101094,2024-09-27,AD-5762-D,Ultraboost Light,Footwear,North America,Outlet,4,129.38,0,517.52,124.13,18,Male,Debit Card
100182,2023-05-10,AD-3513-D,Superstar,Footwear,Asia-Pacific,Online,3,99.33,20,238.39,76.85,39,Female,Credit Card
101091,2023-12-28,AD-8242-B,Superstar,Footwear,Asia-Pacific,Retail,3,97.04,10,262.01,102.99,22,Other,NetBanking
100432,2024-12-09,AD-9259-D,Running Watch Strap,Accessories,Asia-Pacific,Online,3,38.09,20,91.42,31.63,33,Female,Cash
100110,2023-11-13,AD-7807-B,Performance Socks (3-pack),Accessories,Europe,Online,3,17.64,10,47.63,20.06,30,Female,Cash
100370,2025-05-07,AD-9871-D,Essentials Tee,Apparel,North America,Retail,4,24.73,0,98.92,33.65,45,Male,Cash
100239,2023-03-10,AD-1724-D,Stan Smith,Footwear,Europe,Retail,5,76.77,0,383.85,117.01,24,Female,UPI
100708,2024-06-30,AD-6246-B,Tiro 23 Track Pants,Apparel,North America,Wholesale,3,57.58,10,155.47,39.68,42,Female,Google Pay
100629,2023-11-12,AD-6364-D,Primegreen Jacket,Apparel,North America,Outlet,4,124.82,10,449.35,136.62,31,Female,Apple Pay
